문장,긍정 확률,star,result
오히려 평점이 왜이리 낮지하고 더 궁금해서 보게됨 물론 편보다 웃음포인트는 살짝 떨어질지 모르지만긴장감 있고 시간도 후다닥간거 보니 재미었음평점 기준을 잘 모르겠다 ,0.987444281578064,9,9.0
류감독 영화 중에는 가작 ,0.852712094783783,6,5.0
베테랑 편과 비교될 수 밖에 없어서 많이 아쉽다 ,0.036124151200056076,6,0.0
인터넷 방송인이 너무 자주나와 몰입이 잘 안된다 ,0.008033647201955318,4,0.0
진짜 마지막 처럼 내 입에서 아이씨 나왔다감독이 만들기 싫었던듯 ,0.01064689364284277,2,0.0
정해인이 너무 이쁘네요 ,0.9779912233352661,7,7.0
후기보고 기대를 너무 안했더니 생각보단 괜찮았으나좀 유치하고 감동도없는 그저그랬어욥 ,0.025893419981002808,8,0.0
킬링타임용으로 괜찮았어요 ,0.9922465085983276,7,7.0
너부 큰 기대하고 상영관 들어가지 마세요 ,0.042152754962444305,7,0.0
속상하네여 속상속상속상 ,0.4446961283683777,2,1.0
감독이 하고 싶은 이야기가 많았다 세 가지 영화가 뒤섞인 느낌이다 그러다 보니 전해야 할 정보는 많은데 할당된 러닝 타임에 우겨 넣어야 하니 어쩔 수 없이 감정선은 차곡차곡 쌓이지 못하고 액션 씬들만 부각될 뿐이다 여러모로 아쉬운 영화 차라리 진지하게 느와르 톤으로 이야기에 집중해서 갔더라면 어땠을까 ,0.0834067165851593,6,1.0
영화 베테랑 잘 봤습니다 ,0.7443355917930603,6,4.0
기대를 안하고 봐서 그런가 재밌었다 ,0.9865021705627441,8,8.0
망작망작망작망작망작 ,0.007545130793005228,1,0.0
연기 굿 ,0.991072952747345,2,2.0
사람들이 실망한 부분 충분히 알겠으나 그래도 뭐 킬링타임으로는 볼만함 ,0.4458918869495392,9,4.0
재미는 막 없는건 아닌데 딱 점 정도 내용인듯 내용이 별로 그냥 정해인 얼굴 보는 맛 글고 처음 시작 너무 억지 웃음 ,0.007946928963065147,6,0.0
정해인 배우님 연기 박진감 느끼고 요번 영화에서 제대로 찐 보여주셔서 저 영화 혼자서 번 최초 보러갈정도 에요 너무너무 감사합니다 최고에요 ,0.991729199886322,10,10.0
아쉬운 점은 많지만 팝콘무비로는 괜찮 ,0.3498567044734955,8,3.0
편에 비해 다소 아쉬움이 남는 작품이네요 ,0.10554449260234833,6,1.0
우리동네 버스 시간표와 이와 같았더라면 ,0.4688057005405426,6,3.0
연기도 좋고 재미있게 봤어요 ,0.9917232394218445,7,7.0
정해인한테 입덕 연기미쳤어요 ,0.7877197265625,10,8.0
가족들이랑 추석때 재밌게 잘봤습니다 ,0.9921162724494934,10,10.0
그 어떤 감상 포인트도 없는 아 정해인 얼굴 외엔 그 어떤 감상 포인트도 없는 영화 영화 연출 기법 어디서 읽고 다 써 본 것 같음 ,0.01130431704223156,1,0.0
액션씬 좋음 다시보고싶은 액션 ,0.9920241832733154,8,8.0
액션도 멋있었지만 현대 사회에서 생기는 문제들을 진지하게 접근  잘했습니다 ,0.9922246932983398,10,10.0
재미있어요 재미있어요 ,0.992497980594635,7,7.0
킬링타임용으로 괜찮아요 ,0.9855681657791138,7,7.0
평이 안좋아서 이제야 봤는데요   그런데  너무너무너무  재미있네요    시간 동안 많이 웃고  많이 놀래면서 스트레스 확 풀었어요    내일 출근 길이 쉬울것 같아요   여운이 남아서  걍 앉아있었는데    마지막까지 큰 웃음 주네요        최고예요 ,0.9918134212493896,10,10.0
정해인 눈깔이 돌아있는게 신선하고 재밌어요 박선우 서사가 담긴 베테랑 보고싶어요 ,0.9917349815368652,10,10.0
부모님 모시고 다녀왔어요 ,0.8429672122001648,6,5.0
 정해인 배우님  연기 미쳤습니다  역대급이에요 진짜 ,0.9913405776023865,10,10.0
어느 댓글 보면 해치가 정의의 사도로 표현되고 있다가 갑자기 왜 빌런으로 바뀌냐며 개연성 따지는 말들도 있었음이런거 보면 영화를 볼때 영화 진행되면서 흘러가는 큰 줄기를 같이 느끼면서 감독이 이부분을 이렇게 말하고 싶은거구나 하며 보는게 아니라영화임에도 현실성을 말하며 개연성만 따지는 등 보이는대로만 영화를 보는듯오히려 보다 더 다크해지고 생각할거리가 많아지고 현 사회 비판하는 감독의 생각을 이렇게 풀어줘서 더 기분 좋게 잘봄 ,0.9923515915870667,10,10.0
스토리의 조그마한 빈틈이 살짝 아쉽긴 했지만화려하고 실감나는 액션과 빠른 전개로지루할 틈 없이 봤어요점 ,0.9923210740089417,10,10.0
내용이재미없어요 ,0.007635616697371006,4,0.0
감상평 인생 첨 써봄보는 내내 하품시계만 쳐다봄 ,0.028004594147205353,1,0.0
가족끼리 가서 보고왔어요개인적으로 두시간 넘는 시간동안 지루하지않고 재미있게 잘보고왔습니다정해인배우 연기 좋았습니다그런데 관람평이  ,0.9918718934059143,10,10.0
기대했던 것 보다 스릴넘치고 정말 재미있었어요  정해인 배우 진짜 연기 잘하네요 시간 순삭입니다 ,0.9919493198394775,10,10.0
전작에 비해 설득력이 부족했다 ,0.011644244194030762,5,0.0
옥상에서 싸우는 씬 보러 영화두번 봤어요  안보현 정해인 보러 갔는데 후회없어요 ,0.9841859936714172,10,10.0
연기빼고 스토리 진짜 기대했던것보다 실망이였슺니다 가족 전부 공통의견 어떻게 백만이나  ,0.007761770393699408,2,0.0
가 잘 활용되었고 연기 화면 액션도 좋았다 후반부 급전개랑 고간 차는 개그 연발은 아쉽 서도철 너무 고생해 ,0.9916713237762451,8,8.0
돈벌려고 만든 졸작이고류승완 실망 ,0.00793769396841526,4,0.0
촌스러운 연출 대사 ,0.00901007279753685,2,0.0
추격씬 옥상씬은 좋았는데 그게 다임 ,0.05388706922531128,6,0.0
베테랑   ,0.2968624532222748,7,2.0
베테랑 부기우기 부기우기 ,0.3932804763317108,7,3.0
베테랑에서는 특유의 강렬하고 화려한 액션 시퀀스로 장르적 재미를 놓치지 않으면서도 오락성은 다소 내려놓고 묵직하고 진지한 메시지와 생각해 볼 법한 질문을 던지며 편과는 또 다른 매력으로 관객을 매료하고 있다 ,0.9924713373184204,10,10.0
전편의 폼을 그대로 이어온 ,0.6094295978546143,9,5.0
영화 시작부터 끝까지 실망해서 관전평 자체가 힘든 영화 ,0.01725941337645054,2,0.0
솔직히 이정도로 평이 낮을건 아닌거 같음 파쿠르 신도 너무 훌륭했고 정해인 연기도 잘했고 분노의 질주나 범죄도시를 보면서 엄청난 서사를 기대하지 않듯 베테랑 도 액션영화 즐기듯 즐기면 좋을듯 중간중간 개그도 괜찮았고 루즈해지는 부분이랑 앞부분만큼 화려한 액션이 마무리에 안 나오는 느낌이었지만 전체를 평가했을때 꽤 재밌는 영화였음 ,0.9920777678489685,10,10.0
다음 세대에게 사과할 줄 아는 어른을 담고싶었다는 마지막씬 뭉클했어요라면 먹고싶다 ,0.9924495220184326,10,10.0
베테랑  영화 재밌게 봤어요 ,0.992256760597229,10,10.0
정해인 배우의 연기와 눈빛연기는 정말 최고였습니다 ,0.9922013282775879,10,10.0
평이 안 좋아서 걱정했는데 액션 연기 담고 있는 내용 모두 괜찮았습니다 ,0.9921303391456604,9,9.0
그냥 기대없이 제목 모르고 보면 재밌음 ,0.9921405911445618,8,8.0
재미없어요 이런배우로 무슨 이런 스토리를 ,0.007290809880942106,1,0.0
이건 아니지 않음 시작부터 유치찬란하더니 마지막까지 실망 혹시 오랜세월만큼 기대치가 높아졌나해서 편 더시봤는데 연기도 짜임도 보다 훨씬 타이트하다  올라가지는 못할말정 어째 퇴보하는거유그리고 감상평 쓸때 감상포인트가 없는데 왜 무조건 하나는 선택해야하죠 ,0.012795324437320232,2,0.0
서도철에 류승완의 고민이 투영된다 ,0.2128753364086151,9,2.0
황정민님 연기 정말 잘하십니다정해인 악역도 잘봤습니다재밌게 봤습니당 ,0.9923974871635437,9,9.0
진짜 추석 특수 아니었으면 만도 못찍었을걸 배우들 연기가 아까운 시나리오와 연출진짜 진지하게 궁금한데 오프닝 부터 개그씬이 웃김 ,0.6595627665519714,4,3.0
기대 안 하고 봤는데도재미없음 ,0.007411277387291193,1,0.0
정해인 연기잘하네요 ,0.9906976819038391,10,10.0
감상후 느끼는 감정은 비슷하네요난 나만 그런줄알고 관람평 열어보지도 않았는데마블이냐고 쿠키영상이있게거짓말안하고 나거의 마지막 나왔는데 사람들 다 나갔음아무도모름개봉 다음날 봄 ,0.665477991104126,4,3.0
승완아 장난하냐 이건아니잖아 ,0.007568314205855131,2,0.0
여러 사회 문제를 담은건 좋았습니다만 류승완 감독의 색깔이 희석된건 아쉽습니다 ,0.870731770992279,6,5.0
재밌긴한데 정해인 서사가 없어서 아쉬워요  쿠키도 그렇구 ,0.42854565382003784,6,3.0
재밓네요편엔 황정민 정해인 유아인 나오려나 ,0.9130918979644775,10,9.0
재미 도 없어요   너무너무너무 ,0.0075073158368468285,2,0.0
스토리가 좀 아쉽다  다른 사람들 다 보니까 한번정도는 볼만함 ,0.396743506193161,4,2.0
평점이 낮아서 고민했는데 정해인 연기잘하고 재밌던데 아쉬운건 첫 소탕작전이 너무 코메디스러워서 수준이 떨어지는거 빼고 좋았음 ,0.992475688457489,10,10.0
난 범죄도시보다 재밌었는데 ,0.992465615272522,5,5.0
솔직히 이런 방식의 스토리 전개는 이제 너무 식상해요 ,0.007738305255770683,6,0.0
완전 실망하고 옴  정해인은 잘생김 ,0.021181903779506683,5,0.0
편에 비해서 다소 어두운 분위기로 전개 되었지만 감독이 말하고 싶은 메시지도 느껴졌다 ,0.9636572003364563,7,7.0
영화잘보고나왔습니다 ,0.9108732342720032,2,2.0
확실히 편이 너무 잘나와서 후속작에 대한 기대가 너무 컸다편도 그냥저냥 보기엔 나쁘진 않은데 편의 기대감이 없으면 지금 절대로 이정도 성적 나올만한 영화는 아닌것 같음베테랑 뿐만 아니라 요즘 영화들의 고질적인 문젠데 조연들의 존재감이 하나도 없음예를들어 장윤주 캐릭터는 편에서 정말 재밌고 중요한 캐릭터였는데 편에선 되도 않는 개그요소 집어 넣고 있었나 싶기도 하고 등등 조연들이 캐릭성이 도 없는게 아쉽다 ,0.09082964062690735,6,1.0
맥락도 없고 이유도 없고 ,0.007756891194730997,1,0.0
정해인 연기 자체는 훌륭함 하지만 캐릭터에 공감이 안감 편의 조태오는 실제 저런 재벌 세가 있을 거 같아 몰입도 되고 그 설득력있는 악당을 베테랑 형사 집단이 잡아 넣는 통쾌한 맛이 있었는데 이번 편은 보면서 아니 힘들게 시험 통과해서 경찰되서 저러고 있다고 가 사방팔방 널린 서울에서 저런 범죄가 어떻게 가능해 라는 생각이 먼저 듬 제발 편은 원래의 베테랑으로 돌아오길 ,0.21809406578540802,6,1.0
빌런 정해인을 본 것에 의의를 ,0.5876564383506775,6,4.0
내용을 너무 많이 잘라낸 느낌이긴 합니다 보다보면 이게 왜이렇게 진행되었지 라는 의문이 드는데 이 의문은 베테랑에서 풀어낼거라 기대합니다 그래도 선악에 대해 과연 이 행동이 선인가 악인가 생각하게 되는 내용에 명쾌한 답변을 받은것 같은 느낌이라 좋았어요 ,0.9917232394218445,10,10.0
영화잘보고나왔습니다  ,0.9108732342720032,4,4.0
전편보다 나은 속편없다 ,0.011405875906348228,6,0.0
노잼노잼노잼노잼노잼노잼 ,0.008580389432609081,1,0.0
밤낮없이 범죄들과 싸우는 베테랑 형사 ,0.6903249621391296,8,6.0
긴말은생략  글짜 ,0.0848260149359703,1,0.0
보고난후 돈이 아깝다 생각이 들지 않았음 ,0.018978623673319817,8,0.0
정해인 액션씬은 볼만합니다 ,0.3391002416610718,8,3.0
편 만큼 자극적인 매력은 덜하지만 만족 할 만한 속편 액션은 편이 더 멋지네요 쿠키 영상 있어요 ,0.8412315845489502,8,7.0
스토리 전작과 비교 될수밖에 없는 아쉬움이 있네요 액션으로 커버치기엔 전작이 너무 훌륭한듯 나름 잘봤습니다 ,0.9912808537483215,7,7.0
터널부터 굴을 판다 맑눈광만 빛남 ,0.028091982007026672,6,0.0
베테랑의 이름이 없었으면 어땠을까 ,0.24827994406223297,6,1.0
정해인 남자가봐도 멋있네 편이 기대됩니다 ,0.9914119243621826,8,8.0
굵직한 액션 시퀀스들 보는 맛 훌륭하다 ,0.9803240895271301,9,9.0
편이 점이라면 편은 점액션도 좋았지만 소재가 너무 진부하다 솔직히 무도실무관이 더 재밌다 ,0.020254114642739296,7,0.0
하고싶은 말이 너무 많은듯 ,0.2511836290359497,6,2.0
영화 고인물들 넘 많아요 한 번뜨면 여기저기 다나오고 새로운 인물 없나요 ,0.6857439279556274,10,7.0
재미는 쏘쏘하지만 액션신 다들 장난없음 찍으면서 힘들었겠다는 생각뿐이였어요 ,0.1424328088760376,10,1.0
전반적으론 나쁘지 않은데 후반으로 갈수록 뭔가 클라이맥스가 아니라 허무함 사적제재 유튜버들 나락가고 볼만한 영화없어서 시기상 매우 좋은 타이밍이긴한데 연기 좋고 액션도 좋은데 각본이 나쁘고 탄 대사 어거지로 넣는거 어색해보임 ,0.27567020058631897,7,2.0
감독은 아무나 하는구나 ,0.01000706385821104,2,0.0
그냥저냥 볼만 합디다이 ,0.10971110314130783,6,1.0
정해인 새롭게 보임 완전 좋아 ,0.9922027587890625,10,10.0
정해인 얼굴만 잘한 영화 ,0.015095452778041363,6,0.0
정해인 액션연기 정말 좋아요 ,0.9921979308128357,6,6.0
베테랑 재밌게 봤어요 ,0.9924817681312561,6,6.0
기대안하고 봤는데  재밌었어요 ,0.9921145439147949,10,10.0
영화적 재미는 없으나 현실을 녹여낸 디테일은 우수 ,0.695984423160553,6,4.0
추천하지는 않을 것 같습니다 ,0.11521677672863007,6,1.0
그저 걸러야 할 감독 한 명이 추가되었다 ,0.03177332505583763,2,0.0
근데진짜 영화자체가 나쁘지는않음  베테랑 주실거죠  ,0.8593337535858154,10,9.0
재밌는데 왜 혹평 받을 영화는 아님 ,0.9917182922363281,10,10.0
호불호가 갈리길래 걱정했는데 재밌게 봤어요 ,0.9920921921730042,7,7.0
기대 많이 했는데 뻔한 스토리에 억지웃음비질란테를 알고 있어서인지 노잼 ,0.02744789607822895,2,0.0
액션 씬은 좋았습니다 ,0.18462097644805908,7,1.0
전작의 영광이 흥행을 가져왔지만 혹평도 함쎄 불러온 ,0.22520850598812103,6,1.0
정해인 액션연기 새롭네요 볼만합니다 ,0.9923446774482727,8,8.0
배우분들 연기도 잘하고 재미있게 봤습니다 ,0.9917305111885071,8,8.0
정해인이 안녕 할 때 너무 좋았다 ,0.9924806356430054,10,10.0
다른건 모르겠어 클리셰 범벅이리고 뭐 그러더라도난 정해인 눈까리 연기 너무 좋았엉 ,0.9924730062484741,8,8.0
저는 재밌게 봤습니다아 ,0.9925271272659302,10,10.0
살다살다 이런 개같은영화는 첨봄 ,0.008297341875731945,1,0.0
전체적으로 낡은 감성허술한 스토리텔링 감독님 믿고 선택했다가 놀라버림 ,0.02917969599366188,2,0.0
과유불급 시대가 가지고 있는 많은 메시지를 풀어나가려 했으나 오히려 메두사 머리처럼 꼬여버렸다서도철황정민의 촉은 엔딩으로 갈수록 관객에게 한탄의 촉촉한 눈물을 선사했고 사람들이 기대한 유쾌한 팀워크는 웍이 되어 중국집에 팔려간 것 같았다  베테랑의 배터리는 여기까지 인가보다 ,0.455472856760025,3,1.0
